year,volume,title,description,pdf_url,issn 
2021,42,"Effects of different banana crop residue hays on ensiling BRS capiaçu grass on fermentation profile, aerobic stability and nutritional value of silage","The objective of this study was to evaluate the BRS capiaçu grass silage combined with different hays of banana crop residue on fermentation profile, aerobic stability and nutritional value. The treatments consisted of elephant grass cv. BRS capiaçu (Pennisetum purpureum Schum.) ensiled with 37.44% banana peel hay, 36.06% banana pseudostem hay and 37.00% banana leaf hay, on a dry matter (DM) basis and control silage (no additive). The experimental design used was completely randomized, with five treatments and five replicates. Forage was collected when it reached 3.5 meters in height (90 days). Experimental PVC silos of known weight, 50 cm long, 10 cm diameter, were used for silage making. For all treatments, silage aerobic stability breakdown started after 64 hours exposure to air. The BRS capiaçu grass control silage or silage combined with pseudostem hay (mean of 73.15 kg t GM-1) presented effluent losses 40.46% higher than those observed for BRS capiaçu grass silage + banana leaf hay and 69.17% in relation the BRS capiaçu grass silage + banana peel hay. The inclusion of banana crop residue (hay) when ensiling BRS capiaçu grass decreased 13.93% gas losses compared to the control silage (mean of 3.11% DM). Higher values of total digestible nutrients, metabolizable energy and digestible energy content was found in BRS capiaçu grass silage + with banana peel hay. The greater in vitro dry matter digestibility and in vitro neutral detergent fiber digestibility was observed for BRS capiaçu grass silage combined with pseudostem hay. The inclusion of 37.44% banana peel hay improves the fermentation profile and aerobic stability of BRS capiaçu grass silage.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43247/30380,E-ISSN 1679-0359
2021,42,Metabolizable energy levels in diets with a fixed nutrient:calorie ratio for free-range broilers,"The present study proposes to examine the effect of dietary levels of metabolizable energy, under a fixed nutrient:calorie ratio, on the production performance; body fat and protein deposition; and carcass characteristics of free-range broilers from 1 to 84 days of age. Nine hundred unsexed chicks were allocated to six treatments in a completely randomized design with six replicates of 25 birds each. Treatments consisted of diets with varying levels of metabolizable energy (2700, 2800, 2900, 3000, 3100 and 3200 Kcal ME/kg of diet) and a fixed proportion of nutrients relative to the energy level according to the nutritional requirements for each rearing phase. Body weight, weight gain, feed intake, feed conversion, production viability, metabolizable energy intake, protein intake, lysine intake, body fat deposition, body protein deposition and carcass characteristics were evaluated. Data were subjected to analysis of variance and, later, to regression analysis. Increasing levels of metabolizable energy, coupled with a fixed nutrient:calorie ratio, reduced feed intake, increased body weight and weight gain, improved feed conversion and did not affect carcass characteristics. In conclusion, adjusting the nutrient supply according to the dietary energy level improves production performance by improving feed conversion, ensuring adequate nutrient intake and preserving fat and protein deposition in the carcass when the metabolizable energy level is raised up to 3200 Kcal/kg in all rearing stages.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43403/30427,E-ISSN 1679-0359
2021,42,Behavioral parameters and surface temperatures of feed chicken with different leves vitamin E,"The objective of this study was to evaluate the behavioural parameters and surface temperatures of broilers fed different vitamin E levels. A total of 240 male, day-old Cobb 500® broiler chicks were raised until the seventh day of life, according to the recommendations for the strain, receiving feed with only 50% of vitamin E requirements. At eight days of age, the birds were weighed and standardised, and the treatments distributed in a completely randomised design with four treatments (50, 100, 150 and 200% of vitamin E requirements) and six replicates of ten birds per experimental unit. The variables evaluated were the behavioural parameters of the birds (eating, drinking, idleness and other activities) and the feed intake within 24 hours as well as the maximum and minimum surface temperatures, and thermal amplitudes at the end of each life cycle (21 and 42 days). Vitamin E levels did not influence behavioural parameters or feed intake over 24 hours at 21 and 42 days of age. There was no interaction between vitamin E levels and maximum and minimum temperatures or thermal amplitudes. However, the maximum and minimum temperatures and thermal amplitudes were influenced by the morning and afternoon periods at 21 and 42 days of age. Dietary vitamin E levels did not influence the behavioural patterns of broilers at 21 and 42 days of age.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43413/30382,E-ISSN 1679-0359
2021,42,"Carcass and meat characteristics of Dorper x Santa Ines lambs finished in pasture, silvopastoral system, and feedlot","The objective of this work was to evaluate the quantitative and qualitative characteristics of carcass and meat of Dorper x Santa Ines crossbred lambs finished in a silvopastoral system, pasture or feedlot. Twenty-four non-castrated male lambs were used (8 animals in each production system). The experimental design was completely randomized, with three production systems and eight replications. The production systems were: pasture of Megathyrsus maximus cv. Aruana, without shading + feed supplementation (Pasture); pasture of Megathyrsus maximus cv. Aruana, with natural shading provided by the native laurel tree (Cordia trichotoma) + feed supplementation (Silvopastoral) and feedlot. The cold carcass weight, empty body weight, cold carcass yield, fat color, fat consistency and carcass compactness index showed significant differences (P < 0.05) between production systems, with higher values observed in the feedlot. The shoulder weight and the percentage of shoulder components (bones, muscle, fat and others), did not significantly differ (P > 0.05) between production systems. The pasture silvopastoral systems presented similar results and also, when contrasted with the feedlot system, did not influence the parameters related to meat. Feedlot provided better quantitative and qualitative characteristics to the lambs’ carcassess.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43638/30384,E-ISSN 1679-0359
2021,42,Kleiber ratios and growth curves of African Black and Red Neck ostrich breeds and their crossbreeds,"The selection of animals with lower production costs can be achieved by using feed efficiency and growth curve information. Kleiber ratio (KR) is an alternative option for discriminating against the animals that have the greatest weight gain about their final weight. Alternative feed efficiency and growth curves for ostriches of the African Black (AB) and Red Neck (RN) breeds and their crossbreeds (CB) were investigated using KR and Gompertz equation. Univariate and multivariate analyses were used. The highest adult weight was identified in the RN and CB. AB was more precocious than the RN and CB individuals. Only AB animals reached 75% of their mature weight at one year of age. At 180 days, AB showed better KR. AB was different from the others, mainly for KR at 90 days and 180 days. Considering multivariate analysis, AB animals were different from the others, regardless of sex, mainly for KR at 90 days and KR at 180 days. Other subgroups separated the animals by sex. In a market preferring animals of minor structure (smaller cuts) and greater precocity, it would be suitable to opt for AB. When animals with greater body structure (larger cuts) are desired, males RN and CR is the best option, however, it will be slaughtered with greater age and lower value for KR (may generate a bigger production cost ). It is possible to obtain animals with precocity and high KR, being well represented by the AB breed.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43645/30415,E-ISSN 1679-0359
2021,42,"Performance, carcass traits and non-carcass components of lambs fed different levels of crambe meal",". The goal of this study was to evaluate different levels of crambe meal (0, 330, 670 and 1,000 g kg -1 dry matter [DM]) as a replacement for soybean meal in diets supplied to feedlot lambs, and their effects on performance, carcass traits and non-carcass components. Twenty-four castrated lambs weighing 18.2 kg at the beginning of the experiment were allocated in a completely randomized design. Diets were formulated to meet the requirements of the lamb for an average daily gain of 0.200 kg. The roughage:concentrate ratio was 60:40, using Brachiaria dyctioneura hay as roughage. Dry matter intake, feed conversion, average daily gain, carcass traits and non-carcass components were evaluated. There was no effect of different levels of crambe meal replacing soybean meal on performance, carcass traits and non-carcass components, except heart weight. Replacement 1,000 g kg-1DM of soybean meal protein by crambe meal protein does not affect the performance, carcass traits, or non-carcass components.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43734/30386,E-ISSN 1679-0359
2021,42,Mombaça grass yield as a function of nitrogen fertilization based on the use of the chlorophyll meter,"The objective of this study was to evaluate the yield and agronomic efficiency of mombaça grass achieved with the management of nitrogen fertilization, based on the nitrogen sufficiency index (NSI) calculated using measurements obtained with a chlorophyll meter. The experiment was conducted in the field, in São Luís de Montes Belos - GO, Brazil, from November 2016 to May 2018, as a randomized-block design with six treatments and five replicates. Treatments consisted of six N fertilization management strategies (M), namely, M1 - reference, with 150 kg ha-1 N per application; M2 - recommended, with 50 kg ha-1 N per application; M3 - 50 kg ha-1 N when NSI < 98%; M4 - 50 kg ha-1 N when NSI < 94%; M5 - 50 kg ha-1 N when NSI < 90%; and M6 - control treatment, without N application. The NSI was monitored based on the relative chlorophyll content obtained with the chlorophyll meter. Forage canopy height, tiller density, and yield were evaluated. At the end of the 2nd cycle, the recommended, reference, NSI98%, NSI94%, and NSI90% treatments had received 1,050, 350, 300, 250, and 0 kg N ha-1. Control treatment obtained the lowest dry biomass yield, whereas the recommended, NSI98%, and NSI94% treatments showed the highest. Thus, N doses between 1,950 and 300 kg ha-1, in the second cycle, provided statistically equivalent yields in mombaça grass. Considering the DM of both evaluation cycles, the highest yield was achieved with the NSI98% and NSI94% treatments. The application of N doses of 250 to 1050 kg ha-1 provided similar yields. Therefore, the adoption of a nitrogen sufficiency index below 98% and 94% as a parameter allows a reduction and rational use of nitrogen fertilizer.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43778/30387,E-ISSN 1679-0359
2021,42,Research of antifungal effects on some essential oils with tube dilution,"The aim of study to investigate inhibition effects of cinnamic acid (volatile compound of cinnamon), limonene (essential oil of lemon) and eugenol (essential oil of clove, cinnamon) on Metschnikowia fructicola, Candida oleophila, Schisosaccharomyces pombe, Saccharomyces uvarum and Kloeckera apiculata. In this study, tube dilution method was used. Among eugenol, limonene and cinnamic acid, it was found that cinnamic acid has the most inhibition effect with low concentrations (%2.8, %3.84, %4.36, %5,4) at tube dilution methods. Also it was found that test yeast have different resistance against test materials.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43827/30388,E-ISSN 1679-0359
2021,42,Effects of whipped cream addition on fermentation quality and relative feed value of alfalfa silage,"This study aims to determine the effects of whipped cream addition to alfalfa on fermentation quality and relative feed value (RFV). Alfalfa harvested at the beginning of blooming (5th cutting) was withered under laboratory conditions for 48 hours. In the study, 4 different levels of whipped cream were used, and no additives were added to the control group. A total of 20 packages of silage were left for fermentation in a closed storage (16±2 °C) for 90 days, 4 repetitions for each group. As a results of this study dry matter (DM) contents of silages increased due to the increase in the level of whipped cream addition. pH of silages was decreased significantly in the groups that participated in 20 ve 30 g kg-1 of whipped cream compared to the control (P < 0.01). In these groups, crude protein (CP) amount was higher (P < 0,01), and ammonia nitrogen (NH3-N) was lower (P < 0.01) than control and other whipped cream groups. The water soluble carbohydrate (WSC) contents increased in parallel with the increase in the whipped cream level added to the alfalfa, and lactic acid (LA), as for that, was determined to be the highest (80.40 g kg-1 DM) level in the group with 30 g kg-1 whipped cream. In the same group, neutral detergent fiber (NDF: 383.1 g kg-1 DM) and acid detergent fiber (ADF: 245.4 g kg-1 DM) were observed to be at the lowest level, yeast numbers decreased similarly, enterobacter and mold did not develop, and RFV increased. According to the results obtained from the study, it was demonstrated that by adding 20 or 30 mg kg-1 of whipped cream to alfalfa, quality alfalfa silage could be obtained, and the waste whipped cream can be used as a silage additive and can be recycled to the economy.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43929/30389,E-ISSN 1679-0359
2021,42,Intake and digestibility of nutrients during the grazing period in sheep on deferred marandu pastures with four initial heights,"The objective of this study was to verify the effect of reducing in pasture height at the beginning of the deferment period (PHBD) of Brachiaria brizantha cv. Marandu on nutrient intake and digestibility in sheep during winter. The combinations between average sward heights (15, 25, 35 and 45 cm) at the beginning of the deferment period and the times of sward use during the winter were evaluated; intake and digestibility evaluations were carried out at the beginning, middle and end of the grazing period, which lasted 90 days. The experimental design used was completely randomized, with three replications. The parameters evaluated were: intake and digestibility of dry matter (DM), crude protein (CP) and neutral detergent fiber (NDF) and potentially digestible dry matter (pDDM). The pDDM contents were similar in pastures kept with 15 and 25 cm, but higher than those observed in pastures with 35 and 45 cm at the beginning of the deferment period. The NDF contents were lower and the CP and NDF digestibility were higher in 15 and 25 cm deferred pastures than in 35 cm at the beginning of deferment period, except for pastures lowered to 45cm. The improvement in nutritional value of the forage apparently ingested by sheep, promoted by ISP reduction, did not result in a variation in pasture consumption by the animals. DMI, expressed as percentage of body weight (%BW), ranged from 1.10 to 1.63. At the beginning of the grazing period, higher values of pDDM, CP and DM digestibility (DMD) were verified in simulated grazing samples. The same response pattern observed for nutritional value traits also occurred for DMI (g.day-1 and %BW) and CP intake. These were higher at the beginning, than at the middle and end of the grazing period. The use of lower sward heights at the beginning of the deferment period allowed the production of pasture with better nutritional quality, but these changes in the nutritional value of the pasture were insufficient to result in higher nutrient intake and digestibility. Furthermore, there was a reduction in nutritional value of the forage apparently consumed by sheep, in the intake and digestibility of deferred pastures throughout the grazing period, in winter. The lower pastures at the beginning of the deferment period (15 cm) improves the nutritional value of forage and nutrient digestibility at the beginning of the winter grazing period. The nutritional value and intake of deferred forage by sheep are compromised by the grazing period.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43963/30390,E-ISSN 1679-0359
2021,42,Effects of replacing Tifton-85 hay by cactus pear (Opuntia stricta Haw) on the carcass traits and meat quality of crossbred Santa Inês lambs,"The objective of this study was to evaluate the carcass traits of crossbred Santa Inês lambs fed with increasing levels (0, 300, 600, and 900 g kg-1 on a dry matter basis) of cactus pear cv Mexican elephant ear (Opuntia stricta Haw) as a replacement for Tifton-85 hay. Forty-eight male lambs (noncastrated), averaging 21.0 ± 2.93 kg body weight (BW) at the beginning of the study, were used in this trial. Replacement levels of Tifton hay by cactus pear affected the hot carcass and cold carcass weights and the carcass compactness index linearly (P < 0.05), but did not influence the yield of hot carcass and cold carcass, the loin eye area, conformation, finishing, and subcutaneous fat thickness, the yield of commercial cuts and tissue composition of the leg (P > 0.05). The averages of tissue components yields were: muscle 64.94%, bone 16.92%, fat 14.92%, and other tissues 2.71%. There was also no effect (P > 0.05) of treatments on other measurements in Longissimus dorsi. However, there was an increasing linear effect on ether extract content (P < 0.05). It can be concluded that the Mexican Elephant Ear cactus pear can be used to feed finishing lambs, replacing up to 900 g kg-1 of the dry matter of the roughage, with a consequent increase in carcass weight, loin, shoulder, and leg, as well as, in the percentage of ether extract of the meat. However, it does not alter the other carcass traits and physical-chemical characteristics of the meat.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43688/30391,E-ISSN 1679-0359
2021,42,First report of injuries associated with triclopyr herbicide drift in grapevines,"In the southern region of Brazil, close proximity of vineyards to soybean areas is common, and glyphosate is used frequently to allow for the control of weeds. However, the continuous use of this chemical has accelerated the process of selection for resistant species such as horseweed (Conyza sp.), thus leading to the search for alternative herbicides such as triclopyr to control this weed. To the best of our knowledge, this is the first report detailing injuries associated with triclopyr drift in grapevines in Brazil, in the Northern region of Parana state, that can result in crop losses that were previously uncharacterized. In this report, the primary symptoms associated with the drift of triclopyr in grapevines are described. Additionally, the major implications of this process regarding vine development along the next crop seasons are explored, and the primary measures to prevent these injuries are discussed.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43818/30421,E-ISSN 1679-0359
2021,42,Root morphological traits of oil palm genotypes with differential resistance to fatal yellowing,"Brazil has an extensive area where the climate and soil are suitable for oil palm growing. However, in part of this area, production has been limited by the occurrence of the fatal yellowing (FY) anomaly, whose initial symptom is the rotting of absorptive roots. This symptom can be more severe in oil palm genetic materials with a smaller root system. The aim of this study was to examine morphological traits of roots and shoots of seedlings of three oil palm genotypes with different degrees of resistance to FY, namely, Tenera (sensitive), Caiaué (resistant) and Interspecific Hybrid (resistant) to provide bases to elucidate the differential resistance of these materials to FY. Shoot biomass did not vary statistically between the genetic materials. The mass, length and area of fine and very fine roots were significantly higher in the Interspecific Hybrid than in Caiaué and Tenera. The fine and very fine roots of Interspecific Hybrid had a larger mass than Caiaué (114 and 133%, respectively) and Tenera (216 and 178%, respectively). The Interspecific Hybrid also exhibited higher values for the length of fine and very fine roots than Caiaué (155 and 99% respectively) and Tenera (228 and 94% respectively). The root traits of the Interspecific Hybrid and Tenera are compatible with their differential resistance to FY. Our results demonstrate the importance of expanding the study of the relationship between root morphology and resistance to FY in these genetic materials under conditions that favor the occurrence of the anomaly, such as flooding.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/40897/30043,E-ISSN 1679-0359
2021,42,Performance of ‘Galia’ melon grown under different soil cation ratios,"The northeast region of Brazil stands out in the production and export of melon. In this region, where this crop is mostly grown, part of the soil is of limestone origin, as is the irrigation water used. Over successive cultivations, these conditions can lead to soil alkalinization due to the accumulation of basic cations of the exchange complex, such as Ca, Mg, K and Na, in soils that are already rich in bases, thus influencing nutrient availability and, consequently, crop yield. On this basis, this study was developed to identify the cation ratios (K:Mg:Ca) of the soil that best correlate with attributes indicative of ‘Gália’ melon production. Two experiments were carried out in two consecutive years (2017 and 2018), in a randomized-block design with five treatments and five replicates. Treatments consisted of the following cation ratios (K:Mg:Ca) for experiment I, whose soil had a K content of 0.40 cmolc dm-3: T1 (1:3:34), T2 (1:3:21), T3 (1:3:9), T4 (1:0.8:9) and T5 (1:11:34); and experiment II, where the soil had 0.56 cmolc dm-3 of K: T1 (1:1.6:29.8), T2 (1:1.4:13.3), T3 (1:1.4:8.5), T4 (1:0.5:8.5) and T5 (1:4.8:29.8). The following traits were evaluated: chemical analyses of the soil during the flowering phase and at the end of the cycle, nutrient concentration in the diagnostic leaf during the fruiting phase, total yield, marketable yield, average total weight, average marketable weight, total number of fruits and number of marketable fruits per plant. The cation ratios influenced the average total and marketable fruit weights only in experiment I, but not yield. Therefore, when associated with irrigation water from the Açu sandstone aquifer and fertigation, the high absolute K and medium to high Mg contents are sufficient to meet the K and Mg nutrient requirements, dispensing with correction of the cation ratio.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/41051/30045,E-ISSN 1679-0359
2021,42,Seed and seedling morphology of Bauhinia scandens L.,"Bauhinia scandens has potential importance as an ornamental and medicinal plant. Researchers have isolated and identified 1-O-alkylglycerol in the leaves of the B. scandens plant, and established antitumor properties using the Brine Shrimp toxicity test, an internationally accepted bioassay. Although this species has high potential, little is known about the viability of seedling production and the morphology of these plants, particularly in terms of seed characteristics and initial stages of germination. The objective of this study was to characterize the seed morphology, germination, and seedlings of B. scandens. Seed water content, weight, and coloration were evaluated. This study also included a description of seed biometrics, external and internal structures, germination, and seedling morphology. Internal seed morphology was evaluated by the anatomical sectioning and X-ray methods. The morphology data obtained were subjected to descriptive statistical analysis and germination data were determined using Cramér’s V. B. scandens seeds have a coloration ranging from very dark grayish-red to dark reddish-brown, flat oblong shapes, and rounded bases and apexes with full or slightly undulating margins. Healthy seedlings are produced mainly by seeds with well-formed internal structures. The reddish petiole of the seedling leaves is a taxonomic character for B. scandens identification. The non-domestication and genetic variability of this species reflect on the seed and seedling color and size variation.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/41656/30046,E-ISSN 1679-0359
2021,42,Initial performance of ‘Gem’ avocado trees in the Central-Western region of São Paulo State,"The introduction of new avocado cultivars into producing countries of the Southern Hemisphere may extend the offer period of fresh fruit for export. The ‘Gem’ (‘3-29-5’) avocado is known for extending the marketing period of ‘Hass’-like avocados. This study aimed to evaluate the horticultural performance of ‘Gem’ avocado trees between the 4th and 6th years after planting (2016-2018), in a commercial orchard in the Central-Western region of the State of São Paulo, Brazil. ‘Gem’ avocado trees grafted onto seedling rootstocks were evaluated regarding tree size, shoot growth, flowering, and fruit yield, quality and maturation. In the evaluated biennium, the trees showed a strong upright growth habit and compact tree size. Flowering occurred mainly in indeterminate inflorescences. Fruit yield varied between 106.89 to 116.89 kg tree-1, and 75-91% of the fruit classified within size counts 12 (306 to 365 g/fruit) to 18 (211 to 235 g/fruit), and reached physiological maturity in late June, but could be picked until October, i.e, four to eight months later than ‘Hass’. ‘Gem’ is a new alternative for extending fruit offer of late-maturity avocado cultivars and allowing higher profit to the farmers.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/42780/30047,E-ISSN 1679-0359
2021,42,Electrical conductivity test in the evaluation of the physiological potential of treated and stored soybean seeds,"Soybean seed treatment contributes to the maintenance of seed quality, but the effect of commercial formulations and chemical products on the effectiveness of the electrical conductivity test based on electrolyte leaching has been frequently questioned. This study aimed to verify the interference of the chemical seed treatment of two soybean cultivars on the effectiveness of the electrical conductivity test in evaluating the vigor of freshly treated and stored seeds. The experimental design was completely randomized, consisting of seven seed treatments and two evaluation periods (0 and 60 days after storage), with four replications. The used seed treatments consisted of 1) fipronil + pyraclostrobin + thiophanate-methyl, 2) imidacloprid + thiodicarb + carbendazim + thiram, 3) abamectin + thiamethoxan + fludioxonil + mefenoxam + thiabendazole, 4) carbendazim + thiram, 5) fludioxonil + mefenoxam + thiabendazole, 6) carboxin + thiram, and 7) control (no treatment). The cultivars were BRS 360 RR and BRS 284, which were analyzed separately. Germination, accelerated aging, emergence, and electrical conductivity tests were carried out. No differences were detected between the control and chemical treatments performed on seeds of the two freshly treated soybean cultivars regarding germination, accelerated aging, and emergence tests. The germination test stood out after storage with the cultivar BRS 360 RR, showing the maintenance of germination potential for seeds treated with carbendazim + thiram and the control treatment. Therefore, the chemical treatment of soybean seeds interferes with the result of the electrical conductivity test. The electrical conductivity test is effective in segregating seed lots in terms of vigor level. The electrical conductivity test correlates with the other vigor tests used to identify the reduction in the physiological seed quality with storage.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/42817/30078,E-ISSN 1679-0359
2021,42,Physiological behavior of Campomanesia xanthocarpa O. Berg. seedlings under flooding and shading,"Physiological information about native species, make it possible to know their potential for use in programs to recovery degraded areas. Nowadays climate changes are severe and factors as water and light are involved with plant development and growth. We hypothesized that shading may contribute to adjusting the characteristics of photosynthetic metabolism of Campomanesia xanthocarpa seedlings under flooding. Thus, this work aimed to evaluate the flooding times and shading levels for gas exchanges and the maximal photochemical efficiency of PSII (Fv/Fm) in C. xanthocarpa seedlings. Seedlings were grown under two water regimes (control and flooding), three levels of shading (0, 30, and 70%) and 4 evaluation periods (0, 15, 30, and 45 days). We verified damages to the photosynthetic apparatus and reductions in the efficiency of the photochemical process under flooding and at a high level of shading (70%) in a short period (15 days). However, seedlings showed favourable responses to the adjustment over the 45 days of exposure to those conditions. According to the multivariate analysis, it was possible to identify the relation between photosynthetic rate and stomatal conductance as the main factor of metabolic adjustments in the tolerance of C. xanthocarpa to flooding and high shading intensity. C. xanthocarpa was more sensitive to short periods of flooding conditions and full sun and high level of shading (70%), however, it presented better adjustment responses to flooding periods when associated with 30% shade.stas de ajuste aos períodos de alagamento quando associado ao 30% de sombra.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/42926/30049,E-ISSN 1679-0359
2021,42,Organic carbon mineralization of the biochar and organic compost of poultry litter in an Argisol,"The dynamics of the organic residues added to the soil are closely related to its mineralization rate. Therefore, the present study aimed to evaluate the organic carbon mineralization in soil samples incubated with different doses of biochar and organic compost from poultry litter. Carbon mineralization was evaluated experimentally by measuring the C-CO2 liberated by incubating 200 g of soil mixed with different doses 0, 5, 10, 15, and 20 t ha-1 of both biochar and organic compost for 61 days. The soil microbial activity, and consequently the carbon mineralization, increased with the application of doses of biochar and organic compost from the poultry litter. The highest C-CO2 mineralization was observed in the treatments that received organic compost. The carbon mineralization process followed chemical kinetics with two simultaneous reactions. The greatest amount of released and accumulated C-CO2 was observed in the soil incubated with 15 and 20 t ha-1 of organic compost from the poultry litter. The doses of biochar did not influence the content of mineralized carbon; this behavior was not verified with the use of this compost, whose highest content corresponded to 85.69 mg kg-1, applying 20 t ha-1.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43054/30050,E-ISSN 1679-0359
2021,42,Physical-physiological quality and early performance of sorghum plants under different boron doses via seed,"Boron (B) deficiency is commonly found in tropical crops, among which sorghum stands out for its limited yield under B shortage. However, as a micronutrient, the range between its adequate and toxic levels is narrow, thus fertilization should be cautiously applied. Our goal was to evaluate the physiological and physical quality, as well as early performance, of grain sorghum seedlings under different B doses applied via seeds. Treatments consisted of six doses of boric acid (0.0, 2.5, 5.0, 7.5, 10.0, and 12.5 g Kg-1 seeds) plus a control (uncoated seeds). Boron doses were applied to seeds by coating, in which dolomitic limestone and glue were used for pellet formation. Coated seeds were assessed for physical, physiological, and nutritional characteristics in the laboratory, and early seedling performance was evaluated in a greenhouse. Seed tests were carried out in a fully randomized design, while seedling evaluations were carried out in a randomized block design. Boron application to seeds had no significant effect on seed physical characteristics, despite increases in coated seed sizes. Boron doses had a negative effect on the length and dry mass accumulation of both plant shoot and root. Seed-applied B accumulated mainly in roots and significantly interfered with Ca and Mg accumulations in sorghum seeds, shoots, and roots.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43107/30051,E-ISSN 1679-0359
2021,42,"Influence of foliar-applied glycinebetaine on growth, yield and some key physiological and biochemical attributes of grape (Vitis vinifera L.)","Glycinebetaine (GB) plays an imperative role to mitigate the opposing impact of several environmental stresses in various crops. The objective of this investigation was to scrutinize the response of grape (Vitis vinifera L.) to the foliar application of GB. Diverse levels of GB (0, 10, 20 and 30 mM) were applied three times with fifteen days interval to grape cv. King’s Ruby. All levels of GB improved the physiological, biochemical and growth attributes of the grape. As compared to control treatment, foliar spray of GB applied at 30 mM increased the number of leaves/vine, leaf area and number of newly emerged branches/plant by 20.55%, 12.28% and 48.13%, respectively. The pH of grape juice was decreased by increasing GB levels. However, total soluble solids, total chlorophyll contents, grape yield and photosynthesis rate was recorded maximum with foliar spray of GB applied at 30 mM. The regression model predicted that each increment in GB level enhanced the number of leaves/plant and the number of newly emerged branches/plant by 1.8 and 0.7, respectively. Thus, it is concluded that exogenous application GB applied at 30 mM might be more useful to obtain the optimum growth and quality of grapes.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43226/30052,E-ISSN 1679-0359
2021,42,Potassium nutrition as a strategy to mitigate salt stress in melon grown under protected cultivation,"The use of saline water is one of the major challenges of agriculture, as it can cause nutritional imbalances and thus reduce crop yield. This study proposes to examine the efficiency of potassium nutrition as a salt stress-mitigating agent in melon grown in a protected environment. The experiment was laid out in a randomized-block design with ten treatments in a 2 × 4 factorial arrangement represented by two melon cultivars (McLaren and SV1044MF) and four nutrient solutions (S1 - standard nutrient solution, 2.5 dS m-1; S2 - nutrient solution salinized with NaCl, 5.0 dS m-1; S3 - nutrient solution salinized with NaCl + 50% K, 6.5 dS m-1; and S4 - nutrient solution salinized with NaCl + 100% K, 7.5 dS m-1). Yield (average fruit weight, production, fruit diameter, internal cavity, and pulp thickness), quality (pulp firmness, total sugars, soluble solids [SS], vitamin C, pH, titratable acidity [TA] and SS/TA ratio) and nutritional (K, Na and K/Na ratio) variables were evaluated. Plants fertigated with standard nutrient solution showed the highest values for fruit weight (1,190.6 g), production (2,381.3 g per plant), fruit diameter (13.6 cm) and pulp thickness (2.6 cm). Cultivar McLaren produced heavier fruits (931.4 g) with larger diameter (12.4 cm) and pulp thickness (2.4 cm). The addition of NaCl to nutrient solution induced a reduction in the yield variables but did not influence fruit quality. The addition of extra K to salinized nutrient solution did not mitigate the deleterious effect of salinity on the yield of melon.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43284/30054,E-ISSN 1679-0359
2021,42,"Effect of adding anethole to the cryopreservation medium (powdered coconut water) on morphology, kinetics, and oxidative stress of buck sperm","The quality of post-thawing goat sperm is critical to the success of artificial insemination protocols and may be influenced by extenders, cryoprotectants, and antioxidant substances. Therefore, the objective of this study was to evaluate the effects of the antioxidant anethole on goat sperm diluted in preservation medium based on powdered coconut water (ACP-101c) and frozen. For that, each ejaculate was submitted to the following treatments: ACP-101c (control); control plus supplementation with 30, 300, or 2000 µg/mL anethole. The samples were thawed and evaluated for morphology, kinetics, membrane integrity, and reactive oxygen species (ROS). The addition of anethole increased morphological abnormalities (P < 0.05), however, it did not affect sperm kinetics. Flow cytometry analysis showed that sperm cells cryopreserved with 300 µg/mL anethole had lower acrosome integrity than those cryopreserved in other treatments. Evaluation of oxidative stress revealed that cells stored in the presence of 2000 µg/mL anethole had small amounts of ROS when compared to those preserved in the control medium alone or supplemented with 300 µg/mL anethole (P < 0.05). After cryopreservation of sperm with 2000 µg/mL anethole, the highest percentage of viable sperm without ROS was observed (P < 0.05). In conclusion, despite reducing ROS levels, the supplementation of anethole in ACP-101c did not affect sperm kinetics or membrane integrity post-thawing, however, it did cause morphological damage to sperm.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/41847/30348,E-ISSN 1679-0359
